user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment,kyc_status_original,pan_missing_flag,aadhaar_missing_flag,dob_missing_flag,income_missing_flag,signup_missing_flag,kyc_rejected_flag,kyc_pending_flag,high_risk_segment_flag
USR83975,GABRIEL BOSE,DNPQR5342,903427739255,21/12/1979 04:16 AM,MADRAS,TAMIL NADU,35153,RETIRED,2025-07-10 03:42:49,PENDING,LOW,PENDING,False,False,False,False,False,False,True,False
USR39976,OJASVI MISRA,VBPEE9100Y,260479658782,15/12/1992,CALCUTTA,WEST BENGAL,-37701,FARMER,2025/06/18,REJECTED,LOW,REJECT,False,False,False,False,False,True,False,False
USR45783,ABDULCONTRACTOR,HNXXF4350B,236135071163,,DELHI,DELHI,58326,FREELANCER,1726283496,VERIFIED,LOW,VERIFIED,False,False,True,False,False,False,False,False
USR86345,JY0TI KIBE,LUMYR6639W,092430119008,12-27-1994,MADRAS,TAMIL NADU,"Rs. 27,594",BUSINESS OWNER,2025/10/05,APPROVED,LOW,KYC_DONE,False,False,False,False,False,False,False,False
USR45707,NATHANIEL DIXIT,HRNLK4203D,168239374137,2007-05-04 06:14:01,HYDERABAD,TELANGANA,54788,STUDENT,2026/02/01,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR67551,NAVEEN SURA,PCLIO2748L,235609141688,14/09/1979,POONA,MAHARASHTRA,"Rs. 10,730",FARMER,19/04/2024 11:19 PM,VERIFIED,UNKNOWN,VERIFIED,False,False,False,False,False,False,False,False
USR96025,BALVEER THAKUR,AQQXV3871W,267995572259,1989/05/31,CALCUTTA,WEST BENGAL,18237,UNEMPLOYED,1771305576,IN_PROGRESS,MEDIUM,IN_PROGRESS,False,False,False,False,False,False,True,False
USR51352,SIMON BRAHMBHATT,KTRRH2660,192688099993,12/05/1976,LDH,PUNJAB,"Rs. 19,619",SELF EMPLOYED,08-10-2024,APPROVED,LOW,KYC_DONE,False,False,False,False,False,False,False,False
USR56192,RIDHI COMAR,EWPXB8446V,,19/07/1972 09:12 AM,NEW DELHI,DELHI,,SALARIED,22-Dec-2024,IN_PROGRESS,UNKNOWN,IN_PROGRESS,False,True,False,True,False,False,True,False
USR96703,OESHI DHALIWAL,QTPM10864T,295379111069,31/07/1960,PUNE,MAHARASHTRA,"₹81,309",BUSINESS OWNER,08-23-2024,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR42185,POOJA LANKA,RWSTW8865,191607700961,1990/03/04,MUMBAI,MAHARASHTRA,"INR 28,967",FARMER,06-Sep-2025,VERIFIED,MEDIUM,V,False,False,False,False,False,False,False,False
USR24365,VIRAJ RAMACHANDRAN,CMTWN6626F,057812273269,10-15-1963,LUDHIANA,PUNJAB,"INR 28,382",GIG WORKER,1762031947,APPROVED,LOW,KYC_DONE,False,False,False,False,False,False,False,False
USR30732,ZAYAN GROVER,ZMCUZ 6411 U,376828393441,1993-03-18 05:39:35,LUDHIANA,PUNJAB,12070,GIG WORKER,2025-10-24 10:40:41,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR69521,FALGUNI CHADA,HENFA 7712 Y,465014083285,30/01/1994,LDH,PUNJAB,,FARMER,,VERIFIED,LOW,VERIFIED,False,False,False,True,True,False,False,False
USR28255,JHALAK WASON,DOAJX3684T,1461,,BENGALURU,KARNATAKA,"₹19,147",UNEMPLOYED,16/01/2025 01:34 PM,APPROVED,LOW,APPROVED,False,False,True,False,False,False,False,False
USR12281,LEKHA CHANDA,BVMQE2778C,788617316689,13/09/1968,LDH,PUNJAB,18374,UNEMPLOYED,06/04/2025 03:06 AM,APPROVED,UNKNOWN,DONE,False,False,False,False,False,False,False,False
USR60461,SANYA SAHNI,,337210491318,188434003,BENGALURU,KARNATAKA,12796,GIG WORKER,2024/07/31,PENDING,MEDIUM,P,True,False,False,False,False,False,True,False
USR89884,ANITA KHARE,NBFSD4325B,5879,01-Jan-1975,CHENNAI,TAMIL NADU,,SELF EMPLOYED,,VERIFIED,LOW,VERIFIED,False,False,False,True,True,False,False,False
USR73642,WRIDESH REGE,XJCTC 8141 S,814066502265,08/08/1970,JALANDAR,PUNJAB,-51955,RETIRED,1713611540,APPROVED,LOW,KYC_DONE,False,False,False,False,False,False,False,False
USR34459,MEGHANA SEKHON,IZXGM2551G,680446903099,,LUCKNOW,UTTAR PRADESH,"Rs. 25,067",SALARIED,2024/11/27,VERIFIED,LOW,VERIFIED,False,False,True,False,False,False,False,False
USR18056,WAHAB CHOKSHI,BQSRN2465J,733896146866,17/07/1973,PUNE,MAHARASHTRA,14928,FARMER,2026-02-16 01:21:01,VERIFIED,HIGH,VERIFIED,False,False,False,False,False,False,False,True
USR54783,VASANAKRISHNAN,RZFOL5081P,9176,01/12/1992 03:22 AM,JAIPUR,RAJASTHAN,,BUSINESS OWNER,1774060389,VERIFIED,MEDIUM,VERIFIED,False,False,False,True,False,False,False,False
USR45441,UCCHAL MANNAN,EJOWV0234P,319695868799,21/01/1983,MUMBAY,MAHARASHTRA,15.3k,STUDENT,2024/10/09,VERIFIED,MEDIUM,VERIFIED,False,False,False,False,False,False,False,False
USR98100,ANDREW AURORA,LIERL8688Q,238415324133,185026725,JAIPUR,RAJASTHAN,27793,STUDENT,22-Jan-2026,APPROVED,MEDIUM,KYC_DONE,False,False,False,False,False,False,False,False
USR57709,UDYATI CHANDRAN,GITWF5294P,889906432396,1966/02/01,POONA,MAHARASHTRA,Not Available,RETIRED,04-10-2024,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR93530,IKSHITA VIRK,XLPFX4580I,559703282756,11/05/1986 12:10 AM,HYD,TELANGANA,"₹68,971",FREELANCER,24-Feb-2024,APPROVED,LOW,APPROVED,False,False,False,False,False,False,False,False
USR34285,CHAAYA MADAN,NHLPZ7304K,912696513970,01-26-1969,LUCKNOW,UTTAR PRADESH,"₹35,555",RETIRED,01-14-2024,APPROVED,UNKNOWN,DONE,False,False,False,False,False,False,False,False
USR28047,ISHA SARIN,ZYFUL6785B,267755896758,,BANGALORE,KARNATAKA,23208,SALARIED,1732680112,VERIFIED,MEDIUM,V,False,False,True,False,False,False,False,False
USR72566,DAMINI DYAL,RSXRV-7701-Y,933268553690,28/03/2002 08:01 PM,BENGALURU,KARNATAKA,"Rs. 31,399",SELF EMPLOYED,18/12/2024,PENDING,MEDIUM,PENDING,False,False,False,False,False,False,True,False
USR84536,YUVRAJ GROVER,KCYNU3653X,959795097182,18/01/1976,CHENNAI,TAMIL NADU,-82416,SELF EMPLOYED,02/06/2025,REJECTED,LOW,REJECTED,False,False,False,False,False,True,False,False
USR49217,ANVIBADAMI,LRDVL9632G,313833588735,1976-11-16 05:01:11,JPR,RAJASTHAN,35344,RETIRED,1721405839,APPROVED,LOW,DONE,False,False,False,False,False,False,False,False
USR51809,JHALAK TATA,VEQLG2712H,523063535541,04-25-1986,AMRITSAR,PUNJAB,27115,FARMER,,PENDING,HIGH,PENDING,False,False,False,False,True,False,True,True
USR78269,PUSHTI CHHABRA,OHUPX2170J,147463819087,-268651606,LKO,UTTAR PRADESH,"Rs. 15,486",UNEMPLOYED,2024/11/18,APPROVED,MEDIUM,APPROVED,False,False,False,False,False,False,False,False
USR87576,VASATIKA TANK,EUBPY8401O,5163,09-Oct-1996,BANGALORE,KARNATAKA,"₹24,279",SALARIED,2025/08/16,VERIFIED,UNKNOWN,VERIFIED,False,False,False,False,False,False,False,False
USR87406,ELIJAH DAS,MIIVO9757K,972707575977,2006-09-25 17:34:01,HYDERABAD,TELANGANA,24773,FARMER,24/06/2025 02:45 PM,APPROVED,UNKNOWN,APPROVED,False,False,False,False,False,False,False,False
USR73535,NAVEEN BAHRI,CQJCI8742U,3581125531,1961/10/17,HYDERABAD,TELANGANA,25000,STUDENT,2026/01/13,VERIFIED,MEDIUM,VERIFIED,False,False,False,False,False,False,False,False
USR16660,IMARAN GANESAN,QVKAZ0083D,965694841754,21/06/1972,KOLKATA,WEST BENGAL,27240,STUDENT,13-Jun-2024,VERIFIED,MEDIUM,V,False,False,False,False,False,False,False,False
USR67721,CHAKRIKA MANNE,,,03/05/1993,MADRAS,TAMIL NADU,"₹20,382",FARMER,23/01/2025,PENDING,LOW,P,True,True,False,False,False,False,True,False
USR26104,ZASHIL SETTY,,060315949782,16-Aug-1976,CHENNAI,TAMIL NADU,28163,BUSINESS OWNER,19-Mar-2024,UNKNOWN,LOW,UNDER REVIEW,True,False,False,False,False,False,False,False
59718,UCCHAL KHURANA,IHSUK 7722 C,519157433294,12-03-1976,KOLKATA,WEST BENGAL,"₹37,454",RETIRED,08/08/2025 05:50 AM,APPROVED,MEDIUM,KYC_DONE,False,False,False,False,False,False,False,False
USR43466,ABHIMANYU KAR,RUZQW4024W,415519343842,,HYD,TELANGANA,86053,RETIRED,06-Feb-2025,APPROVED,MEDIUM,DONE,False,False,True,False,False,False,False,False
76354,OMYA HEGDE,XFTDO7592C,2317,1974-06-19 12:37:34,LUDHIANA,PUNJAB,30157,UNEMPLOYED,30/10/2024 01:23 AM,APPROVED,MEDIUM,DONE,False,False,False,False,False,False,False,False
USR14726,OJAS SHARAF,GOADM6849I,954544168032,05/09/1960 07:37 PM,JAIPUR,RAJASTHAN,17293,RETIRED,2024-12-13 02:41:03,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR55383,CHANDRAN THAKER,KLGIP7513H,4760,01-12-1986,LDH,PUNJAB,26299,RETIRED,2024-04-01 19:32:01,APPROVED,MEDIUM,APPROVED,False,False,False,False,False,False,False,False
USR80755,SANAYA GUPTA,FQHSA6027J,148947162877,11-25-1984,LUDHIANA,PUNJAB,"₹25,820",FREELANCER,,APPROVED,MEDIUM,DONE,False,False,False,False,True,False,False,False
USR87023,OWEN PRABHAKAR,LXZPF5686,830600947815,14/06/1993,KOLKATA,WEST BENGAL,59756,UNEMPLOYED,11/10/2024 12:09 AM,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR69494,VINAYA LA11,TIXUT6988S,575865116671,30-Aug-1987,LUCKNOW,UTTAR PRADESH,44208,RETIRED,09-May-2024,VERIFIED,UNKNOWN,VERIFIED,False,False,False,False,False,False,False,False
USR41021,RADHA SARIN,FLNTF3943S,198196608597,-173546773,LDH,PUNJAB,,STUDENT,04-11-2025,APPROVED,LOW,APPROVED,False,False,False,True,False,False,False,False
USR16706,FALAK KUNDA,RRNZD-8816-U,986801736904,03-16-1963,PUNE,MAHARASHTRA,,FREELANCER,20/12/2025 11:05 PM,PENDING,MEDIUM,PENDING,False,False,False,True,False,False,True,False
USR45887,KRISHA SURA,KQGVG4114O,048413334071,19-Jul-1993,JAIPUR,RAJASTHAN,Not Available,SALARIED,1745916885,APPROVED,LOW,DONE,False,False,False,False,False,False,False,False
USR38602,EKANTA LUTHRA,OOTVI 7777 M,721394665076,25/07/1992,PUNE,MAHARASHTRA,19328,FARMER,2024-03-30 09:26:50,PENDING,MEDIUM,P,False,False,False,False,False,False,True,False
USR46536,HIRAL KANNAN,UXVSO2843B,7828616876811,24/01/1982,CALCUTTA,WEST BENGAL,8876,UNEMPLOYED,19/10/2024,VERIFIED,MEDIUM,V,False,False,False,False,False,False,False,False
USR10057,ZEHAAN SHETTY,KQMXL5728R,249864742603,05-30-1998,KOLKATA,WEST BENGAL,,FREELANCER,10/03/2026,VERIFIED,MEDIUM,VERIFIED,False,False,False,True,False,False,False,False
USR40796,YASHAWINI BHARGAVA,UOXKY6407D,946889872412,05-30-2002,POONA,MAHARASHTRA,"INR 12,437",RETIRED,2024/09/09,APPROVED,LOW,DONE,False,False,False,False,False,False,False,False
USR15128,OM BAL,GCSDC9421B,622879350307,12/04/1975 04:23 AM,LUCKNOW,UTTAR PRADESH,50652,SALARIED,30-Sep-2025,APPROVED,LOW,DONE,False,False,False,False,False,False,False,False
USR18378,UCCHAL DUA,FLQPS8759B,585578700238,16/08/1990,CHENNAI,TAMIL NADU,40706,FREELANCER,11/09/2024,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR44887,YASTI WALLA,JFKHR6604R,333544530839,09/03/1988,DELHI,DELHI,38922,SELF EMPLOYED,2025/11/29,APPROVED,MEDIUM,KYC_DONE,False,False,False,False,False,False,False,False
USR63794,VEDA RAU,XNBNK5559Y,9133,1974/09/21,DELHI,DELHI,"Rs. 12,390",STUDENT,27/04/2024 08:13 PM,VERIFIED,MEDIUM,V,False,False,False,False,False,False,False,False
USR49109,JAGDISH KAPADIA,JMIOR2841B,,08/09/2003 02:34 AM,LUDHIANA,PUNJAB,41085,FREELANCER,24/01/2024 01:02 AM,VERIFIED,UNKNOWN,VERIFIED,False,True,False,False,False,False,False,False
USR47556,JACK DESHPANDE,KQJOK5032,100077633470,1983-07-24 04:35:44,CHENNAI,TAMIL NADU,37685,SALARIED,06-27-2025,VERIFIED,MEDIUM,VERIFIED,False,False,False,False,False,False,False,False
USR35107,ARJUN PANCHAL,RSYDS9178O,454492411886,1967/07/23,ASR,PUNJAB,36.8k,BUSINESS OWNER,2024-01-05 08:37:55,PENDING,HIGH,PENDING,False,False,False,False,False,False,True,True
USR49410,BHAVYA GOSWAMI,IEJLO1259J,2884098399,1967/04/26,ASR,PUNJAB,"Rs. 30,759",FARMER,14/10/2024 12:41 PM,APPROVED,MEDIUM,DONE,False,False,False,False,False,False,False,False
USR66264,NIMRAT BADAMI,RKDBI9987D,,24-Jul-1989,JALANDHAR,PUNJAB,30858,RETIRED,12-21-2025,VERIFIED,LOW,V,False,True,False,False,False,False,False,False
USR79037,AARNAV VARUGHESE,FQYTM9358K,172332015806,24-Jul-1967,MADRAS,TAMIL NADU,"Rs. 67,565",SALARIED,,APPROVED,HIGH,KYC_DONE,False,False,False,False,True,False,False,True
USR98128,YASTI DASGUPTA,JKUHL1032J,050096817685,10-29-2002,LUDHIANA,PUNJAB,"INR 32,685",SELF EMPLOYED,03-23-2024,APPROVED,UNKNOWN,KYC_DONE,False,False,False,False,False,False,False,False
91894,UMANG REDDY,GKZWH6369E,7103487739493,1979/02/19,AMRITSAR,PUNJAB,"₹29,362",SALARIED,2025-10-11 17:11:14,APPROVED,LOW,DONE,False,False,False,False,False,False,False,False
USR22267,BANJEET HARI,VOAHE0464K,5058451385,07-24-1994,CALCUTTA,WEST BENGAL,33.2k,BUSINESS OWNER,27/05/2025,APPROVED,MEDIUM,KYC_DONE,False,False,False,False,False,False,False,False
USR21031,BALENDRA LOKE,NLYIP8283L,9638171464924,1062033345,ASR,PUNJAB,15642,GIG WORKER,2025-12-12 10:56:25,REJECTED,MEDIUM,REJECTED,False,False,False,False,False,True,False,False
USR84362,AAYUSH RATTAN,SEAXF2617K,5104,1999-02-22 10:55:05,KOLKATA,WEST BENGAL,"Rs. 45,770",SALARIED,05-Jan-2024,REJECTED,LOW,REJECTED,False,False,False,False,False,True,False,False
USR42527,NAKSH IYER,WNPCU2955A,3793910192031,29-Nov-1995,JALANDHAR,PUNJAB,17606,FREELANCER,2024-11-13 19:56:26,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR22823,GAURI GHOSE,FWWIN7762S,634727421872,,MADRAS,TAMIL NADU,20948,UNEMPLOYED,22/07/2024,APPROVED,LOW,DONE,False,False,True,False,False,False,False,False
USR87250,EKTA HORA,MASLR 6064 C,009282041033,1996-01-18 06:58:08,AMRITSAR,PUNJAB,"Rs. 19,264",GIG WORKER,2025/04/04,PENDING,HIGH,PENDING,False,False,False,False,False,False,True,True
USR60192,TANVEER KHALSA,BUADU-4184-J,049393393284,1986/03/20,LUDHIANA,PUNJAB,46.4k,STUDENT,,VERIFIED,LOW,VERIFIED,False,False,False,False,True,False,False,False
USR11776,ROHAN MANNE,KKDPM6831,632544650417,04-13-2000,NEW DELHI,DELHI,63939,FREELANCER,,VERIFIED,LOW,VERIFIED,False,False,False,False,True,False,False,False
USR27349,URVI MALLICK,BUXOJ7070N,859259979498,1991/01/09,MADRAS,TAMIL NADU,"INR 16,343",FREELANCER,,REJECTED,MEDIUM,REJECT,False,False,False,False,True,True,False,False
USR82420,VARENYA KRISHNAMURTHY,JYZBJ6635N,,10-02-1963,BLR,KARNATAKA,20780,BUSINESS OWNER,16/03/2025 04:38 AM,VERIFIED,LOW,VERIFIED,False,True,False,False,False,False,False,False
USR93313,RONITH KARAN,NAUUT8868Z,402823965517,1968/01/14,CALCUTTA,WEST BENGAL,5136,SALARIED,02-06-2024,APPROVED,MEDIUM,DONE,False,False,False,False,False,False,False,False
USR54765,ATHARV NAYAK,OHUXO7489R,591637899425,09/05/1972,LUDHIANA,PUNJAB,21391,SELF EMPLOYED,25/02/2026 10:28 AM,APPROVED,LOW,DONE,False,False,False,False,False,False,False,False
USR34103,YAMINI UPPA1,LDRQM0324M,170950595511,03-04-1997,JALANDAR,PUNJAB,"INR 24,916",STUDENT,06/12/2024,APPROVED,LOW,DONE,False,False,False,False,False,False,False,False
USR16862,KABIR PAU,VEXTJ2183Z,171245564073,09-28-1972,PUNE,MAHARASHTRA,,SELF EMPLOYED,2024-08-22 21:56:35,IN_PROGRESS,LOW,IN_PROGRESS,False,False,False,True,False,False,True,False
USR53061,MANAN MISTRY,CIDGZ0673S,8625,2000/04/05,BENGALURU,KARNATAKA,"Rs. 32,981",FREELANCER,,REJECTED,HIGH,R,False,False,False,False,True,True,False,True
USR31687,VICTOR SHANKER,RLDXO 7312 H,953109881914,04-15-1988,KOLKATA,WEST BENGAL,Not Available,FARMER,,VERIFIED,MEDIUM,VERIFIED,False,False,False,False,True,False,False,False
USR93343,KEVIN YOGI,OOUAD4252C,060508109779,1986-02-19 18:34:27,AMRITSAR,PUNJAB,13000,BUSINESS OWNER,31/01/2026,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR72108,BANJEET WALI,HSVTA6155D,3150,07-Sep-1994,PUNE,MAHARASHTRA,36712,FREELANCER,13/11/2025,APPROVED,LOW,APPROVED,False,False,False,False,False,False,False,False
USR55331,ISHANI VALA,MTUUN0289P,040787209336,145995125,LUDHIANA,PUNJAB,17482,GIG WORKER,06/01/2024,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR62352,JAGAT BORA,ODRPA 6743 G,516017036480,1970/08/11,JAIPUR,RAJASTHAN,"₹23,123",SALARIED,1722445667,PENDING,LOW,PENDING,False,False,False,False,False,False,True,False
USR74993,NATHAN MEMON,GCDVJ3878P,998436913528,09-06-1960,BENGALURU,KARNATAKA,"₹26,219",BUSINESS OWNER,2025-09-06 11:03:16,APPROVED,HIGH,KYC_DONE,False,False,False,False,False,False,False,True
USR33393,HARITA DEEP,,073529221802,1974-04-12 20:13:10,DELHI,DELHI,29062,FARMER,2024/06/02,VERIFIED,LOW,VERIFIED,True,False,False,False,False,False,False,False
USR99904,AISHANI BAIL,ECWGB0930S,479394513696,1962/12/20,AMRITSAR,PUNJAB,17248,GIG WORKER,07-08-2024,VERIFIED,MEDIUM,V,False,False,False,False,False,False,False,False
USR91505,HEMAL BAVA,FKDYD6179O,4425,1985/06/18,NEW DELHI,DELHI,18918,UNEMPLOYED,04-Aug-2025,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR94938,GANGA KOTA,TOFRQ1666H,204915004876,24/12/1991 03:19 AM,JPR,RAJASTHAN,,GIG WORKER,05/03/2025,APPROVED,LOW,DONE,False,False,False,True,False,False,False,False
USR16546,VIHAAN NATH,HDSAK8155F,398403084809,27-Sep-1965,LKO,UTTAR PRADESH,27079,STUDENT,11-03-2024,REJECTED,LOW,REJECTED,False,False,False,False,False,True,False,False
USR63801,GIRISH WALI,TGGIX9244D,299502896463,1969/01/19,CHENNAI,TAMIL NADU,"₹26,619",RETIRED,07/02/2025,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR32262,PRISHA RAU,YFHMT 2610 P,637579887890,02/08/1985,BENGALURU,KARNATAKA,Not Available,FREELANCER,16/09/2025,APPROVED,MEDIUM,APPROVED,False,False,False,False,False,False,False,False
USR83634,KRISH KARI,BUJMG5512N,775006468898,10/05/1970,MUMBAI,MAHARASHTRA,"Rs. 14,416",SALARIED,1737809074,VERIFIED,MEDIUM,VERIFIED,False,False,False,False,False,False,False,False
USR13114,RANVEER BAVA,MSION5833Y,730852825681,22-May-1968,AMRITSAR,PUNJAB,"INR 26,927",SALARIED,,APPROVED,LOW,KYC_DONE,False,False,False,False,True,False,False,False
USR33939,HEMAL KARNIK,KRVJN 8102 M,189064182595,25/12/1961,KOLKATA,WEST BENGAL,"Rs. 39,906",FARMER,1738180054,APPROVED,MEDIUM,KYC_DONE,False,False,False,False,False,False,False,False
USR46014,ZINAL APTE,NLLOP4417U,088502400772,23/01/1996,CALCUTTA,WEST BENGAL,49991,RETIRED,27/01/2026 10:13 PM,REJECTED,LOW,REJECT,False,False,False,False,False,True,False,False
USR52116,QUSHI MISHRA,JHOWW5725J,554202168935,28-Sep-1972,MADRAS,TAMIL NADU,66265,RETIRED,14-Dec-2024,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR50255,HRITIK RAMASWAMY,,803090362276,04-16-1988,HYDERABAD,TELANGANA,23895,UNEMPLOYED,04-14-2024,VERIFIED,LOW,VERIFIED,True,False,False,False,False,False,False,False
USR99232,LAKSHMI OM,QEVIK5451D,529341460887,803250977,ASR,PUNJAB,16060,RETIRED,13/07/2024,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR66042,EKAPAD BA1,SDXUV8833V,268634079922,12-Jun-2005,AMRITSAR,PUNJAB,"₹49,356",RETIRED,06-07-2024,APPROVED,HIGH,APPROVED,False,False,False,False,False,False,False,True
USR24673,OESHI SUNDARAM,LZXCR4849X,645253564790,20-May-1979,CHENNAI,TAMIL NADU,-67947,SALARIED,2026-01-08 21:04:13,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR91826,SAANVI SARNA,ZCYHZ8056T,950132895268,-223665808,BANGALORE,KARNATAKA,"INR 28,160",UNEMPLOYED,,PENDING,MEDIUM,PENDING,False,False,False,False,True,False,True,False
USR27372,CHARVI SHETH,WEUMS2110U,277875047776,2004-01-17 18:52:32,CHENNAI,TAMIL NADU,25624,UNEMPLOYED,21/08/2024 11:05 PM,VERIFIED,HIGH,V,False,False,False,False,False,False,False,True
USR17683,BINA KORPAL,NSHVY1685C,022223747174,08-19-1997,PUNE,MAHARASHTRA,"₹29,508",GIG WORKER,12-08-2025,APPROVED,LOW,KYC_DONE,False,False,False,False,False,False,False,False
USR17015,SANAYA SWAMY,MWNPC5439,6786,13-Dec-1986,HYDERABAD,TELANGANA,24023,GIG WORKER,2024-01-27 01:25:05,VERIFIED,MEDIUM,V,False,False,False,False,False,False,False,False
USR29308,RIDHI SAINI,IVVQE 3931 O,223947048840,,HYDERABAD,TELANGANA,"₹35,475",BUSINESS OWNER,26/10/2025 09:07 PM,APPROVED,UNKNOWN,APPROVED,False,False,True,False,False,False,False,False
USR61033,RADHIKA GREWAL,BDOJW6217,646533654170,09/04/1972 07:44 AM,PUNE,MAHARASHTRA,Not Available,SELF EMPLOYED,2026/03/20,APPROVED,UNKNOWN,APPROVED,False,False,False,False,False,False,False,False
USR80501,YASHAWINI UPADHYAY,YFGTT8589M,,1985/06/17,BENGALURU,KARNATAKA,"₹15,456",SALARIED,2025/05/12,VERIFIED,LOW,VERIFIED,False,True,False,False,False,False,False,False
USR53361,PRANAV NARASIMHAN,MNHBS-7249-A,026666840496,08/10/1981,LUCKNOW,UTTAR PRADESH,34221,SELF EMPLOYED,31/07/2025 08:18 AM,VERIFIED,MEDIUM,VERIFIED,False,False,False,False,False,False,False,False
USR62188,ISHITA PRAKASH,TAZXZ4733R,2988425248280,04/09/1970 11:36 AM,LUDHIANA,PUNJAB,"Rs. 14,592",UNEMPLOYED,2024/10/31,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR69968,DHRITI DOCTOR,WCEYM3360W,879473199122,29-Jun-2005,POONA,MAHARASHTRA,36189,SALARIED,2026/03/23,APPROVED,LOW,KYC_DONE,False,False,False,False,False,False,False,False
USR70747,EKANI NATARAJAN,BXOHA4441A,068068421175,,JAIPUR,RAJASTHAN,27007,SALARIED,1756964600,VERIFIED,LOW,V,False,False,True,False,False,False,False,False
USR84089,DAKSHESH BAL,ENUHG 3189 X,,12-May-1983,KOLKATA,WEST BENGAL,23992,RETIRED,1763500378,VERIFIED,LOW,VERIFIED,False,True,False,False,False,False,False,False
USR56651,URISHI11A UPPA1,,676597109214,1991/12/21,JAIPUR,RAJASTHAN,58984,RETIRED,23-Apr-2024,IN_PROGRESS,MEDIUM,IN_PROGRESS,True,False,False,False,False,False,True,False
USR36053,EESHA SRIDHAR,DGZDC8557I,601058498744,11-07-1983,DELHI,DELHI,24361,FREELANCER,2025-10-27 10:02:10,VERIFIED,MEDIUM,V,False,False,False,False,False,False,False,False
USR90695,BALVEER DE,SGEYC5413U,871990790501,1968/02/09,LDH,PUNJAB,"₹53,486",FREELANCER,09-11-2024,VERIFIED,MEDIUM,VERIFIED,False,False,False,False,False,False,False,False
USR74888,CALEB SHAH,JZGMV4857O,733147193603,,DELHI,DELHI,7734,BUSINESS OWNER,2025/10/11,UNKNOWN,LOW,UNDER REVIEW,False,False,True,False,False,False,False,False
USR96305,RADHA SURA,AKLZR7829F,531098591546,1964-01-25 07:48:33,KOLKATA,WEST BENGAL,-47375,STUDENT,24-Oct-2024,APPROVED,UNKNOWN,KYC_DONE,False,False,False,False,False,False,False,False
USR39217,CHAKRIKA GUHA,DLENJ9676N,773152407398,1982/02/28,AMRITSAR,PUNJAB,-16584,RETIRED,1762466282,APPROVED,LOW,APPROVED,False,False,False,False,False,False,False,False
USR22704,GOPAL GANGULY,QFAMN8227X,095099775791,25/12/1995,KOLKATA,WEST BENGAL,31.7k,RETIRED,2025-01-02 17:01:45,APPROVED,LOW,DONE,False,False,False,False,False,False,False,False
USR42650,OJAS AURORA,FMCTH8714S,235032105162,1985/04/01,NEW DELHI,DELHI,"Rs. 8,882",GIG WORKER,11-24-2025,VERIFIED,LOW,V,False,False,False,False,False,False,False,False
USR60977,GOPAL SHANKER,WTUVU1378P,117673229347,2003/06/30,KOLKATA,WEST BENGAL,"₹56,789",STUDENT,08/04/2024 03:09 PM,APPROVED,LOW,DONE,False,False,False,False,False,False,False,False
USR74893,OMAJA MADAN,UZDRP-9784-X,678097332896,01/09/1971,AMRITSAR,PUNJAB,22470,GIG WORKER,,APPROVED,LOW,APPROVED,False,False,False,False,True,False,False,False
USR12905,THEODORE CHATTERJEE,NWQSH4349H,010944314454,226334546,JAIPUR,RAJASTHAN,45657,FARMER,05/12/2024,APPROVED,LOW,DONE,False,False,False,False,False,False,False,False
USR90895,PALLAVIGROVER,,5268,15/07/1963 02:42 PM,BENGALURU,KARNATAKA,33169,GIG WORKER,2024/12/17,VERIFIED,LOW,VERIFIED,True,False,False,False,False,False,False,False
USR72157,JAGRATI KANNAN,WRCGT9390S,550168708196,1966-12-01 04:14:28,LUDHIANA,PUNJAB,"₹14,690",RETIRED,,VERIFIED,MEDIUM,V,False,False,False,False,True,False,False,False
USR76323,AASHI RAJA,WBIEZ2149D,291761531127,18/07/1968,BOMBAY,MAHARASHTRA,,SELF EMPLOYED,07-16-2024,VERIFIED,LOW,VERIFIED,False,False,False,True,False,False,False,False
USR98171,YOSHITA NATT,XZLWW9904Q,359870254968,1975/04/28,MUMBAI,MAHARASHTRA,67674,FREELANCER,25/06/2024,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
